basisOfRecord,scientificName,taxonRank,countryCode,occurrenceID,catalogNumber,genus,specificEpithet,country,year,eventDate,locality,recordedBy,infraspecificEpithet,decimalLatitude,decimalLongitude,geodeticDatum,setID,verbatimEventDate,typeStatus,stateProvince,identifiedBy,dateIdentified,continent,identifier,month,day,county,modified,recordNumber,habitat,eventRemarks,coordinateUncertaintyInMeters,identificationRemarks,verbatimElevation,otherCatalogNumbers,collectionID,rightsHolder,verbatimLocality,datasetID,verbatimCoordinates,scientificNameAuthorship,kingdom,phylum,order,family,class,collectionCode,nomenclaturalCode,higherClassification,verbatimTaxonRank,institutionCode,occurrenceRemarks,higherGeography,municipality,georeferenceProtocol,fieldNumber,locationRemarks,islandGroup,island,taxonRemarks,identificationQualifier,startDayOfYear,sex,preparations,type,datasetName,informationWithheld,elevation,elevationAccuracy,fieldNotes,institutionID,taxonomicStatus,acceptedNameUsage,references,eventID,taxonID,locationID,identificationID,vernacularName,verbatimCoordinateSystem,ownerInstitutionCode,samplingProtocol,minimumElevationInMeters,maximumElevationInMeters,verbatimDepth,minimumDepthInMeters,maximumDepthInMeters,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,eventTime,endDayOfYear,occurrenceDetails,coordinatePrecision,waterBody,identificationVerificationStatus,identificationReferences,canonicalName,organismRemarks,establishmentMeans,relationshipRemarks,measurementRemarks,verbatimRecordedBy,verbatimLongitude,verbatimLatitude,georeferenceRemarks,language,languageRemarks,persistentID,jpegURL,tiffURL,jsonURL,pngSegAllURL,pngSegSelURL,DOI,jpegURL2,tiffURL2
PRESERVED_SPECIMEN,Hypericum henryi subsp. henryi,SUBSPECIES,GB,dd88fc4a-f2db-4194-9d6a-d351649b7aca,BM001202160,Hypericum,henryi,United Kingdom,1982,1982-08-27,,Keith D. Rushforth,henryi,,,,BM,,,,,,EUROPE,8098680,8,27,,,327A,,,,,,NHMUK:ecatalogue:8098680,,,,,,,Plantae,Tracheophyta,Malpighiales,Hypericaceae,Magnoliopsida,BOT,,Malpighiales; Clusiaceae,,NHMUK,,Europe; United Kingdom,,,327A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eng,,http://data.nhm.ac.uk/object/dd88fc4a-f2db-4194-9d6a-d351649b7aca,https://zenodo.org/record/1480682/files/BM001202160.jpg,https://zenodo.org/record/1480682/files/BM001202160.tif,https://zenodo.org/record/1480682/files/BM001202160.json,,,http://dx.doi.org/10.5281/zenodo.1480682,,
PRESERVED_SPECIMEN,Hypericum henryi subsp. henryi,SUBSPECIES,NZ,56b60621-d693-4728-8cf9-f705f2ef7012,BM001205324,Hypericum,henryi,New Zealand,1947,1947-02-21,,A J. Healy,henryi,,,,BM,,,,,,OCEANIA,8103747,2,21,,,H252,,,,,,NHMUK:ecatalogue:8103747,,,,,,,Plantae,Tracheophyta,Malpighiales,Hypericaceae,Magnoliopsida,BOT,,Malpighiales; Clusiaceae,,NHMUK,,Oceania; New Zealand,,,H252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eng,,http://data.nhm.ac.uk/object/56b60621-d693-4728-8cf9-f705f2ef7012,https://zenodo.org/record/1480715/files/BM001205324.jpg,https://zenodo.org/record/1480715/files/BM001205324.tif,https://zenodo.org/record/1480715/files/BM001205324.json,,,http://dx.doi.org/10.5281/zenodo.1480715,,
PRESERVED_SPECIMEN,Hypericum hookerianum Wight & Arn.,SPECIES,GB,3c2daf8c-1adc-4c86-9735-48631828e24b,BM001202200,Hypericum,hookerianum,United Kingdom,1978,1978-10-01,,B.L.M.,,,,,BM,,,,,,EUROPE,8098743,10,,,,253,,,,,,NHMUK:ecatalogue:8098743,,,,,,,Plantae,Tracheophyta,Malpighiales,Hypericaceae,Magnoliopsida,BOT,,Malpighiales; Clusiaceae,,NHMUK,,Europe; United Kingdom,,,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eng,,http://data.nhm.ac.uk/object/3c2daf8c-1adc-4c86-9735-48631828e24b,https://zenodo.org/record/1480686/files/BM001202200.jpg,https://zenodo.org/record/1480686/files/BM001202200.tif,https://zenodo.org/record/1480686/files/BM001202200.json,,,http://dx.doi.org/10.5281/zenodo.1480686,,
PRESERVED_SPECIMEN,Hypericum hookerianum Wight & Arn.,SPECIES,GB,9f1b9510-9497-476d-973e-bb8bc147b3a4,BM000884432,Hypericum,hookerianum,United Kingdom,2000,2000-01-01,,M Foster,,,,,BM,,HOLOTYPE,,,,EUROPE,4994184,,,,,s.n.,,,,,,NHMUK:ecatalogue:4994184,,,,,,,Plantae,Tracheophyta,Malpighiales,Hypericaceae,Magnoliopsida,BOT,,Hypericaceae,,NHMUK,,Europe; United Kingdom,,,s.n.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eng,,http://data.nhm.ac.uk/object/9f1b9510-9497-476d-973e-bb8bc147b3a4,https://zenodo.org/record/1480429/files/BM000884432.jpg,https://zenodo.org/record/1480429/files/BM000884432.tif,https://zenodo.org/record/1480429/files/BM000884432.json,,,http://dx.doi.org/10.5281/zenodo.1480429,,
PRESERVED_SPECIMEN,Hypericum humifusum L.,SPECIES,NZ,73d282f1-8f08-45da-99a9-7b51005a58f7,BM001205322,Hypericum,humifusum,New Zealand,1977,1977-02-27,,H Heine,,,,,BM,,,,,,OCEANIA,8103744,2,27,,,s.n.,,,,,,NHMUK:ecatalogue:8103744,,,,,,,Plantae,Tracheophyta,Malpighiales,Hypericaceae,Magnoliopsida,BOT,,Malpighiales; Clusiaceae,,NHMUK,,Oceania; New Zealand,,,s.n.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eng,,http://data.nhm.ac.uk/object/73d282f1-8f08-45da-99a9-7b51005a58f7,https://zenodo.org/record/1480710/files/BM001205322.jpg,https://zenodo.org/record/1480710/files/BM001205322.tif,https://zenodo.org/record/1480710/files/BM001205322.json,,,http://dx.doi.org/10.5281/zenodo.1480710,,
PRESERVED_SPECIMEN,Hypericum humifusum L.,SPECIES,NZ,b5f3594f-2a90-43eb-8977-7ae49a293fc5,BM001205321,Hypericum,humifusum,New Zealand,1983,1983-02-04,,Per Arne Krister (Arne) Strid,,,,,BM,,,,,,OCEANIA,8103743,2,4,,,22275,,,,,,NHMUK:ecatalogue:8103743,,,,,,,Plantae,Tracheophyta,Malpighiales,Hypericaceae,Magnoliopsida,BOT,,Malpighiales; Clusiaceae,,NHMUK,,Oceania; New Zealand,,,22275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eng,,http://data.nhm.ac.uk/object/b5f3594f-2a90-43eb-8977-7ae49a293fc5,https://zenodo.org/record/1480708/files/BM001205321.jpg,https://zenodo.org/record/1480708/files/BM001205321.tif,https://zenodo.org/record/1480708/files/BM001205321.json,,,http://dx.doi.org/10.5281/zenodo.1480708,,
PRESERVED_SPECIMEN,Hypericum ichelense N.Robson,SPECIES,none,74db406a-0f6d-4150-94f3-b81817165bd7,BM000946465,Hypericum,ichelense,,1971,1971-06-19,Nearest Named Place: Asia,Dr F. Sorger,,,,,BM,,HOLOTYPE,,N. K. B. Robson,,ASIA,473319,6,19,,,s.n.,,,,,,NHMUK:ecatalogue:473319,,,,,,,Plantae,Tracheophyta,Malpighiales,Hypericaceae,Magnoliopsida,BOT,,Guttiferae,,NHMUK,,Asia,,,s.n.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deu,,http://data.nhm.ac.uk/object/74db406a-0f6d-4150-94f3-b81817165bd7,https://zenodo.org/record/1480530/files/BM000946465.jpg,https://zenodo.org/record/1480530/files/BM000946465.tif,https://zenodo.org/record/1480530/files/BM000946465.json,,,http://dx.doi.org/10.5281/zenodo.1480530,,
PRESERVED_SPECIMEN,Hypericum japonicum Thunb.,SPECIES,NZ,14e66080-d324-4072-8a2c-046715ac431c,BM000810206,Hypericum,japonicum,New Zealand,1875,1875-01-01,,Sven Berggren,,,,,BM,,,,,,OCEANIA,8103739,1,,,,s.n.,,,,,,NHMUK:ecatalogue:8103739,,,,,,,Plantae,Tracheophyta,Malpighiales,Hypericaceae,Magnoliopsida,BOT,,Malpighiales; Clusiaceae,,NHMUK,,Oceania; New Zealand,,,s.n.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eng,,http://data.nhm.ac.uk/object/14e66080-d324-4072-8a2c-046715ac431c,https://zenodo.org/record/1480343/files/BM000810206.jpg,https://zenodo.org/record/1480343/files/BM000810206.tif,https://zenodo.org/record/1480343/files/BM000810206.json,,,http://dx.doi.org/10.5281/zenodo.1480343,,
PRESERVED_SPECIMEN,Hypericum kalmianum L.,SPECIES,CA,7e89f242-0390-4e68-996f-af946dcf49d8,BM001205338,Hypericum,kalmianum,Canada,1884,1884-08-01,,John Macoun,,,,,BM,,,,,,NORTH_AMERICA,8103769,8,,,,344,,,,,,NHMUK:ecatalogue:8103769,,,,,,,Plantae,Tracheophyta,Malpighiales,Hypericaceae,Magnoliopsida,BOT,,Malpighiales; Clusiaceae,,NHMUK,,North America; Canada,,,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eng,,http://data.nhm.ac.uk/object/7e89f242-0390-4e68-996f-af946dcf49d8,https://zenodo.org/record/1480720/files/BM001205338.jpg,https://zenodo.org/record/1480720/files/BM001205338.tif,https://zenodo.org/record/1480720/files/BM001205338.json,,,http://dx.doi.org/10.5281/zenodo.1480720,,
PRESERVED_SPECIMEN,Hypericum lancasteri N.Robson,SPECIES,GB,bae5b64a-92e9-46ab-89d7-187c6c82b5e7,BM001202229,Hypericum,lancasteri,United Kingdom,1982,1982-08-27,,Keith D. Rushforth,,,,,BM,,,,,,EUROPE,8098791,8,27,,,327,,,,,,NHMUK:ecatalogue:8098791,,,,,,,Plantae,Tracheophyta,Malpighiales,Hypericaceae,Magnoliopsida,BOT,,Malpighiales; Clusiaceae,,NHMUK,,Europe; United Kingdom,,,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eng,,http://data.nhm.ac.uk/object/bae5b64a-92e9-46ab-89d7-187c6c82b5e7,https://zenodo.org/record/1480688/files/BM001202229.jpg,https://zenodo.org/record/1480688/files/BM001202229.tif,https://zenodo.org/record/1480688/files/BM001202229.json,,,http://dx.doi.org/10.5281/zenodo.1480688,,
PRESERVED_SPECIMEN,Hypericum latisepalum (N.Robson) N.Robson,SPECIES,GB,4316b522-5a8e-44c0-a422-74eef61ac8b9,BM001191784,Hypericum,latisepalum,United Kingdom,2005,2005-08-01,Nearest Named Place: Wakehurst Place; Township: Ardingly,Anon.,,51.069126,-0.087179,WGS84,BM,,,England,,,EUROPE,6533401,8,,,2017-10-19,1988-8790,,,,,,NHMUK:ecatalogue:6533401,,,,,,,Plantae,Tracheophyta,Malpighiales,Hypericaceae,Magnoliopsida,BOT,,Malpighiales; Clusiaceae,,NHMUK,,Europe; United Kingdom; England; West Sussex,,Google Maps,1988-8790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eng,,http://data.nhm.ac.uk/object/4316b522-5a8e-44c0-a422-74eef61ac8b9,https://zenodo.org/record/1480668/files/BM001191784.jpg,https://zenodo.org/record/1480668/files/BM001191784.tif,https://zenodo.org/record/1480668/files/BM001191784.json,,,http://dx.doi.org/10.5281/zenodo.1480668,,
PRESERVED_SPECIMEN,Hypericum latisepalum (N.Robson) N.Robson,SPECIES,GB,e1c4eef3-b739-4a71-bba3-8ccfb042ddcd,BM001191785,Hypericum,latisepalum,United Kingdom,2005,2005-08-01,Nearest Named Place: Wakehurst Place; Township: Ardingly,Anon.,,51.069126,-0.087179,WGS84,BM,,,England,,,EUROPE,6533402,8,,,2017-10-19,1988-1492,,,,,,NHMUK:ecatalogue:6533402,,,,,,,Plantae,Tracheophyta,Malpighiales,Hypericaceae,Magnoliopsida,BOT,,Malpighiales; Clusiaceae,,NHMUK,,Europe; United Kingdom; England; West Sussex,,Google Maps,1988-1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eng,,http://data.nhm.ac.uk/object/e1c4eef3-b739-4a71-bba3-8ccfb042ddcd,https://zenodo.org/record/1480672/files/BM001191785.jpg,https://zenodo.org/record/1480672/files/BM001191785.tif,https://zenodo.org/record/1480672/files/BM001191785.json,,,http://dx.doi.org/10.5281/zenodo.1480672,,
PRESERVED_SPECIMEN,Hypericum majus Britton,SPECIES,CA,0539eeb3-0186-42d6-8f68-a85280821190,BM001206102,Hypericum,majus,Canada,,,,Richardson,,,,,BM,,,,,,NORTH_AMERICA,8104818,,,,2018-02-01,s.n.,,,,,,NHMUK:ecatalogue:8104818,,,,,,,Plantae,Tracheophyta,Malpighiales,Hypericaceae,Magnoliopsida,BOT,,Malpighiales; Clusiaceae,,NHMUK,,North America; Canada,,,s.n.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,und,ZZ - unidentified,http://data.nhm.ac.uk/object/0539eeb3-0186-42d6-8f68-a85280821190,https://zenodo.org/record/1480769/files/BM001206102.jpg,https://zenodo.org/record/1480769/files/BM001206102.tif,https://zenodo.org/record/1480769/files/BM001206102.json,,,http://dx.doi.org/10.5281/zenodo.1480769,,
PRESERVED_SPECIMEN,Hypericum majus Britton,SPECIES,CA,6e915766-2ee5-4776-8edf-2044a6eaec5d,BM001206098,Hypericum,majus,Canada,1951,1951-08-13,,Claude Eugene Garton,,,,,BM,,,,,,NORTH_AMERICA,8104812,8,13,,2018-02-01,1581,,,,,,NHMUK:ecatalogue:8104812,,,,,,,Plantae,Tracheophyta,Malpighiales,Hypericaceae,Magnoliopsida,BOT,,Malpighiales; Clusiaceae,,NHMUK,,North America; Canada,,,1581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eng,,http://data.nhm.ac.uk/object/6e915766-2ee5-4776-8edf-2044a6eaec5d,https://zenodo.org/record/1480767/files/BM001206098.jpg,https://zenodo.org/record/1480767/files/BM001206098.tif,https://zenodo.org/record/1480767/files/BM001206098.json,,,http://dx.doi.org/10.5281/zenodo.1480767,,
PRESERVED_SPECIMEN,Hypericum majus Britton,SPECIES,CA,ccda6f7f-a38e-4663-ae4b-bb7187270234,BM001206103,Hypericum,majus,Canada,,,,Richardson,,,,,BM,,,,,,NORTH_AMERICA,8104820,,,,2018-02-01,s.n.,,,,,,NHMUK:ecatalogue:8104820,,,,,,,Plantae,Tracheophyta,Malpighiales,Hypericaceae,Magnoliopsida,BOT,,Malpighiales; Clusiaceae,,NHMUK,,North America; Canada,,,s.n.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eng,,http://data.nhm.ac.uk/object/ccda6f7f-a38e-4663-ae4b-bb7187270234,https://zenodo.org/record/1480771/files/BM001206103.jpg,https://zenodo.org/record/1480771/files/BM001206103.tif,https://zenodo.org/record/1480771/files/BM001206103.json,,,http://dx.doi.org/10.5281/zenodo.1480771,,
PRESERVED_SPECIMEN,Hypericum moserianum André,SPECIES,GB,1bc42d17-5843-49ee-8cf0-9730bbb8d848,BM001202259,Hypericum,moserianum,United Kingdom,1977,1977-08-31,,Anon.,,,,,BM,,,,,,EUROPE,8098839,8,31,,,C11657,,,,,,NHMUK:ecatalogue:8098839,,,,,,,Plantae,Tracheophyta,Malpighiales,Hypericaceae,Magnoliopsida,BOT,,Malpighiales; Clusiaceae,,NHMUK,,Europe; United Kingdom,,,C11657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eng,,http://data.nhm.ac.uk/object/1bc42d17-5843-49ee-8cf0-9730bbb8d848,https://zenodo.org/record/1480690/files/BM001202259.jpg,https://zenodo.org/record/1480690/files/BM001202259.tif,https://zenodo.org/record/1480690/files/BM001202259.json,,,http://dx.doi.org/10.5281/zenodo.1480690,,
PRESERVED_SPECIMEN,Hypericum mutilum subsp. boreale (Britton) J.M.Gillett,SUBSPECIES,CA,79245717-0c2f-4f18-a66a-a25199c7785d,BM001205704,Hypericum,mutilum,Canada,,,,Richardson,boreale,,,,BM,,,,,,NORTH_AMERICA,8104274,,,,2018-02-01,s.n.,,,,,,NHMUK:ecatalogue:8104274,,,,,,,Plantae,Tracheophyta,Malpighiales,Hypericaceae,Magnoliopsida,BOT,,Malpighiales; Clusiaceae,,NHMUK,,North America; Canada,,,s.n.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,und,ZZ - unidentified,http://data.nhm.ac.uk/object/79245717-0c2f-4f18-a66a-a25199c7785d,https://zenodo.org/record/1480749/files/BM001205704.jpg,https://zenodo.org/record/1480749/files/BM001205704.tif,https://zenodo.org/record/1480749/files/BM001205704.json,,,http://dx.doi.org/10.5281/zenodo.1480749,,
PRESERVED_SPECIMEN,Hypericum mutilum subsp. mutilum,SUBSPECIES,CA,100a37fb-19ad-4e7a-aabd-71a6254be11c,BM001205647,Hypericum,mutilum,Canada,1921,1921-08-01,,F Rolland,mutilum,,,,BM,,,,,,NORTH_AMERICA,8104197,8,,,2018-02-01,15921,,,,,,NHMUK:ecatalogue:8104197,,,,,,,Plantae,Tracheophyta,Malpighiales,Hypericaceae,Magnoliopsida,BOT,,Malpighiales; Clusiaceae,,NHMUK,,North America; Canada,,,15921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fra,,http://data.nhm.ac.uk/object/100a37fb-19ad-4e7a-aabd-71a6254be11c,https://zenodo.org/record/1480747/files/BM001205647.jpg,https://zenodo.org/record/1480747/files/BM001205647.tif,https://zenodo.org/record/1480747/files/BM001205647.json,,,http://dx.doi.org/10.5281/zenodo.1480747,,
PRESERVED_SPECIMEN,Hypericum perforatum subsp. perforatum,SUBSPECIES,CA,53ebef7c-06e9-4c08-9659-216632c75836,BM001205597,Hypericum,perforatum,Canada,1959,1959-08-13,,William Thomas Stearn,perforatum,,,,BM,,,,,,NORTH_AMERICA,8104130,8,13,,2018-02-01,2403,,,,,,NHMUK:ecatalogue:8104130,,,,,,,Plantae,Tracheophyta,Malpighiales,Hypericaceae,Magnoliopsida,BOT,,Malpighiales; Clusiaceae,,NHMUK,,North America; Canada,,,2403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eng,,http://data.nhm.ac.uk/object/53ebef7c-06e9-4c08-9659-216632c75836,https://zenodo.org/record/1480730/files/BM001205597.jpg,https://zenodo.org/record/1480730/files/BM001205597.tif,https://zenodo.org/record/1480730/files/BM001205597.json,,,http://dx.doi.org/10.5281/zenodo.1480730,,
PRESERVED_SPECIMEN,Hypericum perforatum subsp. perforatum,SUBSPECIES,CA,7e415b03-2443-4bd8-ab6f-bf446c6cc219,BM001205601,Hypericum,perforatum,Canada,1956,1956-08-08,,L. Jenkins,perforatum,,,,BM,,,,,,NORTH_AMERICA,8104135,8,8,,2018-02-01,7016,,,,,,NHMUK:ecatalogue:8104135,,,,,,,Plantae,Tracheophyta,Malpighiales,Hypericaceae,Magnoliopsida,BOT,,Malpighiales; Clusiaceae,,NHMUK,,North America; Canada,,,7016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eng,,http://data.nhm.ac.uk/object/7e415b03-2443-4bd8-ab6f-bf446c6cc219,https://zenodo.org/record/1480739/files/BM001205601.jpg,https://zenodo.org/record/1480739/files/BM001205601.tif,https://zenodo.org/record/1480739/files/BM001205601.json,,,http://dx.doi.org/10.5281/zenodo.1480739,,
PRESERVED_SPECIMEN,Hypericum perforatum subsp. perforatum,SUBSPECIES,CA,8d51d497-4123-47df-be4d-90dea6d6069e,BM001205603,Hypericum,perforatum,Canada,1986,1986-08-30,,S.A. Thompson,perforatum,,,,BM,,,,,,NORTH_AMERICA,8104138,8,30,,2018-02-01,3506,,,,,,NHMUK:ecatalogue:8104138,,,,,,,Plantae,Tracheophyta,Malpighiales,Hypericaceae,Magnoliopsida,BOT,,Malpighiales; Clusiaceae,,NHMUK,,North America; Canada,,,3506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eng,,http://data.nhm.ac.uk/object/8d51d497-4123-47df-be4d-90dea6d6069e,https://zenodo.org/record/1480741/files/BM001205603.jpg,https://zenodo.org/record/1480741/files/BM001205603.tif,https://zenodo.org/record/1480741/files/BM001205603.json,,,http://dx.doi.org/10.5281/zenodo.1480741,,
PRESERVED_SPECIMEN,Hypericum perforatum subsp. perforatum,SUBSPECIES,CA,af7c0f74-5087-44f2-a4fc-f9a68f74b16d,BM001205608,Hypericum,perforatum,Canada,1957,1957-06-09,,William Bird,perforatum,,,,BM,,,,,,NORTH_AMERICA,8104145,6,9,,2018-02-01,3171,,,,,,NHMUK:ecatalogue:8104145,,,,,,,Plantae,Tracheophyta,Malpighiales,Hypericaceae,Magnoliopsida,BOT,,Malpighiales; Clusiaceae,,NHMUK,,North America; Canada,,,3171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eng,,http://data.nhm.ac.uk/object/af7c0f74-5087-44f2-a4fc-f9a68f74b16d,https://zenodo.org/record/1480745/files/BM001205608.jpg,https://zenodo.org/record/1480745/files/BM001205608.tif,https://zenodo.org/record/1480745/files/BM001205608.json,,,http://dx.doi.org/10.5281/zenodo.1480745,,
PRESERVED_SPECIMEN,Hypericum petiolulatum Hook.f. & Thomson ex Dyer,SPECIES,CN,http://data.rbge.org.uk/herb/E00346427,E00346427,Hypericum,petiolulatum,China,1912,,Bord des ruisseaux-plaine de Tong-Tchouan,"Maire, E.E.",,,,,E,July 1912,,,,,,http://data.rbge.org.uk/herb/E00346427,,,,2010-02-02,,,,,,2500 M,BGBASE:398714,http://biocol.org/urn:lsid:biocol.org:col:15670,,,,,,Plantae,Tracheophyta,Malpighiales,Hypericaceae,Magnoliopsida,E,ICBN,,,E,,"Inner China, Korea and Taiwan",,,,,,,,,197,,herbarium specimen of unspecified type,PhysicalObject,Royal Botanic Garden Edinburgh Herbarium,,2500,0,Plante annuelle; fl. jaunes.,,,,,,,,,,degrees minutes seconds,E,,,,,,,,,,,,,,,,,,,,,,,,,fra,,http://data.rbge.org.uk/herb/E00346427,https://zenodo.org/record/1483961/files/E00346427.jpg,https://zenodo.org/record/1483961/files/E00346427.tif,https://zenodo.org/record/1483961/files/E00346427.json,,,http://dx.doi.org/10.5281/zenodo.1483961,,
PRESERVED_SPECIMEN,Hypericum pseudohenryi N.Robson,SPECIES,GB,0daf4ec7-b7c5-40e6-a39c-1b5c379b1aef,BM001202277,Hypericum,pseudohenryi,United Kingdom,1991,1991-07-23,,Charles Roy Lancaster,,,,,BM,,,,,,EUROPE,8098866,7,23,,,1660,,,,,,NHMUK:ecatalogue:8098866,,,,,,,Plantae,Tracheophyta,Malpighiales,Hypericaceae,Magnoliopsida,BOT,,Malpighiales; Clusiaceae,,NHMUK,,Europe; United Kingdom,,,1660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eng,,http://data.nhm.ac.uk/object/0daf4ec7-b7c5-40e6-a39c-1b5c379b1aef,https://zenodo.org/record/1480694/files/BM001202277.jpg,https://zenodo.org/record/1480694/files/BM001202277.tif,https://zenodo.org/record/1480694/files/BM001202277.json,,,http://dx.doi.org/10.5281/zenodo.1480694,,
PRESERVED_SPECIMEN,Hypericum pseudohenryi N.Robson,SPECIES,GB,7991bcaf-7c52-4db8-bc10-21c035864d22,BM001202270,Hypericum,pseudohenryi,United Kingdom,1978,1978-09-26,,J D. Boeke,,,,,BM,,,,,,EUROPE,8098856,9,26,,,1680,,,,,,NHMUK:ecatalogue:8098856,,,,,,,Plantae,Tracheophyta,Malpighiales,Hypericaceae,Magnoliopsida,BOT,,Malpighiales; Clusiaceae,,NHMUK,,Europe; United Kingdom,,,1680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eng,,http://data.nhm.ac.uk/object/7991bcaf-7c52-4db8-bc10-21c035864d22,https://zenodo.org/record/1480692/files/BM001202270.jpg,https://zenodo.org/record/1480692/files/BM001202270.tif,https://zenodo.org/record/1480692/files/BM001202270.json,,,http://dx.doi.org/10.5281/zenodo.1480692,,
PRESERVED_SPECIMEN,Hypericum scouleri Hook.,SPECIES,CA,249686a6-0bc9-4264-aebc-a5f09a0b51c8,BM001205464,Hypericum,scouleri,Canada,1885,1885-08-01,,George Mercer Dawson,,,,,BM,,,,,,NORTH_AMERICA,8103945,8,,,,350,,,,,,NHMUK:ecatalogue:8103945,,,,,,,Plantae,Tracheophyta,Malpighiales,Hypericaceae,Magnoliopsida,BOT,,Malpighiales; Clusiaceae,,NHMUK,,North America; Canada,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eng,,http://data.nhm.ac.uk/object/249686a6-0bc9-4264-aebc-a5f09a0b51c8,https://zenodo.org/record/1480726/files/BM001205464.jpg,https://zenodo.org/record/1480726/files/BM001205464.tif,https://zenodo.org/record/1480726/files/BM001205464.json,,,http://dx.doi.org/10.5281/zenodo.1480726,,
PRESERVED_SPECIMEN,Hypericum scouleri Hook.,SPECIES,CA,512cda1f-0936-43d1-866c-b78c786ea6db,BM001205459,Hypericum,scouleri,Canada,,,,Richardson,,,,,BM,,,,,,NORTH_AMERICA,8103938,,,,,120,,,,,,NHMUK:ecatalogue:8103938,,,,,,,Plantae,Tracheophyta,Malpighiales,Hypericaceae,Magnoliopsida,BOT,,Malpighiales; Clusiaceae,,NHMUK,,North America; Canada,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,und,ZZ - unidentified,http://data.nhm.ac.uk/object/512cda1f-0936-43d1-866c-b78c786ea6db,https://zenodo.org/record/1480724/files/BM001205459.jpg,https://zenodo.org/record/1480724/files/BM001205459.tif,https://zenodo.org/record/1480724/files/BM001205459.json,,,http://dx.doi.org/10.5281/zenodo.1480724,,
PRESERVED_SPECIMEN,Hypericum scouleri Hook.,SPECIES,CA,795ea709-4662-48c8-8b4a-7f1cb79bd11c,BM001205466,Hypericum,scouleri,Canada,1956,1956-04-02,,William Bird,,,,,BM,,,,,,NORTH_AMERICA,8103948,4,2,,,2079,,,,,,NHMUK:ecatalogue:8103948,,,,,,,Plantae,Tracheophyta,Malpighiales,Hypericaceae,Magnoliopsida,BOT,,Malpighiales; Clusiaceae,,NHMUK,,North America; Canada,,,2079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eng,,http://data.nhm.ac.uk/object/795ea709-4662-48c8-8b4a-7f1cb79bd11c,https://zenodo.org/record/1480728/files/BM001205466.jpg,https://zenodo.org/record/1480728/files/BM001205466.tif,https://zenodo.org/record/1480728/files/BM001205466.json,,,http://dx.doi.org/10.5281/zenodo.1480728,,
